"Genotype","pop","Loc","Row","Column","rep","Plot_RC_ID","Year","co_loc","tr_len"
NA,NA,"LA","1","61","3","LA_R1N61",2017,NA,NA
NA,NA,"LA","1","62","1","LA_R1N62",2017,NA,NA
NA,NA,"LA","1","62","2","LA_R1N62",2017,NA,NA
NA,NA,"LA","1","62","3","LA_R1N62",2017,NA,NA
NA,NA,"LA","1","63","1","LA_R1N63",2017,NA,NA
NA,NA,"LA","1","63","2","LA_R1N63",2017,NA,NA
NA,NA,"LA","1","63","3","LA_R1N63",2017,NA,NA
NA,NA,"LA","1","64","1","LA_R1N64",2017,NA,NA
NA,NA,"LA","1","64","2","LA_R1N64",2017,NA,NA
NA,NA,"LA","1","64","3","LA_R1N64",2017,NA,NA
NA,NA,"LA","1","65","1","LA_R1N65",2017,NA,NA
NA,NA,"LA","1","65","2","LA_R1N65",2017,NA,NA
NA,NA,"LA","1","65","3","LA_R1N65",2017,NA,NA
NA,NA,"LA","1","66","1","LA_R1N66",2017,NA,NA
NA,NA,"LA","1","66","2","LA_R1N66",2017,NA,NA
NA,NA,"LA","1","66","3","LA_R1N66",2017,NA,NA
NA,NA,"LA","1","67","1","LA_R1N67",2017,NA,NA
NA,NA,"LA","1","67","2","LA_R1N67",2017,NA,NA
NA,NA,"LA","1","67","3","LA_R1N67",2017,NA,NA
NA,NA,"LA","1","68","1","LA_R1N68",2017,NA,NA
NA,NA,"LA","1","68","2","LA_R1N68",2017,NA,NA
NA,NA,"LA","1","68","3","LA_R1N68",2017,NA,NA
NA,NA,"LA","1","69","1","LA_R1N69",2017,NA,NA
NA,NA,"LA","1","69","2","LA_R1N69",2017,NA,NA
NA,NA,"LA","1","69","3","LA_R1N69",2017,NA,NA
NA,NA,"LA","1","7","1","LA_R1N7",2017,NA,NA
NA,NA,"LA","1","7","2","LA_R1N7",2017,NA,NA
NA,NA,"LA","1","7","3","LA_R1N7",2017,NA,NA
NA,NA,"LA","1","70","1","LA_R1N70",2017,NA,NA
NA,NA,"LA","1","70","2","LA_R1N70",2017,NA,NA
NA,NA,"LA","1","70","3","LA_R1N70",2017,NA,NA
NA,NA,"LA","1","71","1","LA_R1N71",2017,NA,NA
NA,NA,"LA","1","71","2","LA_R1N71",2017,NA,NA
NA,NA,"LA","1","71","3","LA_R1N71",2017,NA,NA
NA,NA,"LA","1","72","1","LA_R1N72",2017,NA,NA
NA,NA,"LA","1","72","2","LA_R1N72",2017,NA,NA
NA,NA,"LA","1","72","3","LA_R1N72",2017,NA,NA
NA,NA,"LA","1","73","1","LA_R1N73",2017,NA,NA
NA,NA,"LA","1","73","2","LA_R1N73",2017,NA,NA
NA,NA,"LA","1","73","3","LA_R1N73",2017,NA,NA
NA,NA,"LA","1","74","1","LA_R1N74",2017,NA,NA
NA,NA,"LA","1","74","2","LA_R1N74",2017,NA,NA
NA,NA,"LA","1","74","3","LA_R1N74",2017,NA,NA
NA,NA,"LA","1","75","1","LA_R1N75",2017,NA,NA
NA,NA,"LA","1","75","2","LA_R1N75",2017,NA,NA
NA,NA,"LA","1","75","3","LA_R1N75",2017,NA,NA
NA,NA,"LA","1","76","1","LA_R1N76",2017,NA,NA
NA,NA,"LA","1","76","2","LA_R1N76",2017,NA,NA
NA,NA,"LA","1","76","3","LA_R1N76",2017,NA,NA
NA,NA,"LA","1","77","1","LA_R1N77",2017,NA,NA
NA,NA,"LA","1","77","2","LA_R1N77",2017,NA,NA
NA,NA,"LA","1","77","3","LA_R1N77",2017,NA,NA
NA,NA,"LA","1","78","1","LA_R1N78",2017,NA,NA
NA,NA,"LA","1","78","2","LA_R1N78",2017,NA,NA
NA,NA,"LA","1","78","3","LA_R1N78",2017,NA,NA
NA,NA,"LA","1","79","1","LA_R1N79",2017,NA,NA
NA,NA,"LA","1","79","2","LA_R1N79",2017,NA,NA
NA,NA,"LA","1","79","3","LA_R1N79",2017,NA,NA
NA,NA,"LA","1","8","1","LA_R1N8",2017,NA,NA
NA,NA,"LA","1","8","2","LA_R1N8",2017,NA,NA
NA,NA,"LA","1","8","3","LA_R1N8",2017,NA,NA
NA,NA,"LA","1","80","1","LA_R1N80",2017,NA,NA
NA,NA,"LA","1","80","2","LA_R1N80",2017,NA,NA
NA,NA,"LA","1","80","3","LA_R1N80",2017,NA,NA
NA,NA,"LA","1","81","1","LA_R1N81",2017,NA,NA
NA,NA,"LA","1","81","2","LA_R1N81",2017,NA,NA
NA,NA,"LA","1","81","3","LA_R1N81",2017,NA,NA
NA,NA,"LA","1","82","1","LA_R1N82",2017,NA,NA
NA,NA,"LA","1","82","2","LA_R1N82",2017,NA,NA
NA,NA,"LA","1","82","3","LA_R1N82",2017,NA,NA
NA,NA,"LA","1","83","1","LA_R1N83",2017,NA,NA
NA,NA,"LA","1","83","2","LA_R1N83",2017,NA,NA
NA,NA,"LA","1","83","3","LA_R1N83",2017,NA,NA
NA,NA,"LA","1","84","1","LA_R1N84",2017,NA,NA
NA,NA,"LA","1","84","2","LA_R1N84",2017,NA,NA
NA,NA,"LA","1","84","3","LA_R1N84",2017,NA,NA
NA,NA,"LA","1","85","1","LA_R1N85",2017,NA,NA
NA,NA,"LA","1","85","2","LA_R1N85",2017,NA,NA
NA,NA,"LA","1","85","3","LA_R1N85",2017,NA,NA
NA,NA,"LA","1","86","1","LA_R1N86",2017,NA,NA
NA,NA,"LA","1","86","2","LA_R1N86",2017,NA,NA
NA,NA,"LA","1","86","3","LA_R1N86",2017,NA,NA
NA,NA,"LA","1","9","1","LA_R1N9",2017,NA,NA
NA,NA,"LA","1","9","2","LA_R1N9",2017,NA,NA
NA,NA,"LA","1","9","3","LA_R1N9",2017,NA,NA
NA,NA,"LA","2","1","1","LA_R2N1",2017,NA,NA
NA,NA,"LA","2","1","2","LA_R2N1",2017,NA,NA
NA,NA,"LA","2","1","3","LA_R2N1",2017,NA,NA
NA,NA,"LA","2","10","1","LA_R2N10",2017,NA,NA
NA,NA,"LA","2","10","2","LA_R2N10",2017,NA,NA
NA,NA,"LA","2","10","3","LA_R2N10",2017,NA,NA
NA,NA,"LA","2","11","1","LA_R2N11",2017,NA,NA
NA,NA,"LA","2","11","2","LA_R2N11",2017,NA,NA
NA,NA,"LA","2","11","3","LA_R2N11",2017,NA,NA
"LAR6N43","pxa","LA","2","12","1","LA_R2N12",2017,0,1360
"LAR6N43","pxa","LA","2","12","2","LA_R2N12",2017,0,NA
"LAR6N43","pxa","LA","2","12","3","LA_R2N12",2017,0,1525
"LAR6N44","pxa","LA","2","13","1","LA_R2N13",2017,1,525
"LAR6N44","pxa","LA","2","13","2","LA_R2N13",2017,1,700
"LAR6N44","pxa","LA","2","13","3","LA_R2N13",2017,1,540
"LAR6N45","pxa","LA","2","14","1","LA_R2N14",2017,1,775
"LAR6N45","pxa","LA","2","14","2","LA_R2N14",2017,1,720
NA,NA,"LA","2","14","3","LA_R2N14",2017,NA,NA
"LAR6N46","pxa","LA","2","15","1","LA_R2N15",2017,1,620
"LAR6N46","pxa","LA","2","15","2","LA_R2N15",2017,1,485
"LAR6N46","pxa","LA","2","15","3","LA_R2N15",2017,1,610
"LAR6N47","pxa","LA","2","16","1","LA_R2N16",2017,1,190
"LAR6N47","pxa","LA","2","16","2","LA_R2N16",2017,1,305
"LAR6N47","pxa","LA","2","16","3","LA_R2N16",2017,1,265
NA,NA,"LA","2","17","1","LA_R2N17",2017,NA,NA
NA,NA,"LA","2","17","2","LA_R2N17",2017,NA,NA
NA,NA,"LA","2","17","3","LA_R2N17",2017,NA,NA
"LAR6N49","pxa","LA","2","18","1","LA_R2N18",2017,1,448
"LAR6N49","pxa","LA","2","18","2","LA_R2N18",2017,1,452
"LAR6N49","pxa","LA","2","18","3","LA_R2N18",2017,1,447
"LAR6N50","pxa","LA","2","19","1","LA_R2N19",2017,1,320
"LAR6N50","pxa","LA","2","19","2","LA_R2N19",2017,1,415
"LAR6N50","pxa","LA","2","19","3","LA_R2N19",2017,1,255
NA,NA,"LA","2","2","1","LA_R2N2",2017,NA,NA
NA,NA,"LA","2","2","2","LA_R2N2",2017,NA,NA
NA,NA,"LA","2","2","3","LA_R2N2",2017,NA,NA
"LAR6N51","pxa","LA","2","20","1","LA_R2N20",2017,1,535
"LAR6N51","pxa","LA","2","20","2","LA_R2N20",2017,1,680
"LAR6N51","pxa","LA","2","20","3","LA_R2N20",2017,1,520
"LAR6N52","pxa","LA","2","21","1","LA_R2N21",2017,0,1090
"LAR6N52","pxa","LA","2","21","2","LA_R2N21",2017,0,1124
"LAR6N52","pxa","LA","2","21","3","LA_R2N21",2017,0,1192
NA,NA,"LA","2","22","1","LA_R2N22",2017,NA,NA
NA,NA,"LA","2","22","2","LA_R2N22",2017,NA,NA
NA,NA,"LA","2","22","3","LA_R2N22",2017,NA,NA
"LAR6N54","pxa","LA","2","23","1","LA_R2N23",2017,1,375
"LAR6N54","pxa","LA","2","23","2","LA_R2N23",2017,1,475
"LAR6N54","pxa","LA","2","23","3","LA_R2N23",2017,1,435
"LAR6N55","pxa","LA","2","24","1","LA_R2N24",2017,1,300
"LAR6N55","pxa","LA","2","24","2","LA_R2N24",2017,1,485
"LAR6N55","pxa","LA","2","24","3","LA_R2N24",2017,1,500
NA,NA,"LA","2","25","1","LA_R2N25",2017,NA,NA
NA,NA,"LA","2","25","2","LA_R2N25",2017,NA,NA
NA,NA,"LA","2","25","3","LA_R2N25",2017,NA,NA
NA,NA,"LA","2","26","1","LA_R2N26",2017,NA,NA
"LAR6N57","pxa","LA","2","26","2","LA_R2N26",2017,1,395
"LAR6N57","pxa","LA","2","26","3","LA_R2N26",2017,1,475
NA,NA,"LA","2","27","1","LA_R2N27",2017,NA,NA
NA,NA,"LA","2","27","2","LA_R2N27",2017,NA,NA
NA,NA,"LA","2","27","3","LA_R2N27",2017,NA,NA
NA,NA,"LA","2","28","1","LA_R2N28",2017,NA,NA
NA,NA,"LA","2","28","2","LA_R2N28",2017,NA,NA
NA,NA,"LA","2","28","3","LA_R2N28",2017,NA,NA
"LAR6N60","pxa","LA","2","29","1","LA_R2N29",2017,1,265
"LAR6N60","pxa","LA","2","29","2","LA_R2N29",2017,1,225
NA,NA,"LA","2","29","3","LA_R2N29",2017,NA,NA
NA,NA,"LA","2","3","1","LA_R2N3",2017,NA,NA
NA,NA,"LA","2","3","2","LA_R2N3",2017,NA,NA
NA,NA,"LA","2","3","3","LA_R2N3",2017,NA,NA
NA,NA,"LA","2","30","1","LA_R2N30",2017,NA,NA
NA,NA,"LA","2","30","2","LA_R2N30",2017,NA,NA
NA,NA,"LA","2","30","3","LA_R2N30",2017,NA,NA
NA,NA,"LA","2","31","1","LA_R2N31",2017,NA,NA
NA,NA,"LA","2","31","2","LA_R2N31",2017,NA,NA
NA,NA,"LA","2","31","3","LA_R2N31",2017,NA,NA
NA,NA,"LA","2","32","1","LA_R2N32",2017,NA,NA
NA,NA,"LA","2","32","2","LA_R2N32",2017,NA,NA
NA,NA,"LA","2","32","3","LA_R2N32",2017,NA,NA
"LAR6N64","pxa","LA","2","33","1","LA_R2N33",2017,1,475
"LAR6N64","pxa","LA","2","33","2","LA_R2N33",2017,1,345
"LAR6N64","pxa","LA","2","33","3","LA_R2N33",2017,1,440
"LAR6N65","pxa","LA","2","34","1","LA_R2N34",2017,0,1255
"LAR6N65","pxa","LA","2","34","2","LA_R2N34",2017,0,1490
"LAR6N65","pxa","LA","2","34","3","LA_R2N34",2017,0,1475
"LAR6N66","pxa","LA","2","35","1","LA_R2N35",2017,0,1290
"LAR6N66","pxa","LA","2","35","2","LA_R2N35",2017,0,1345
"LAR6N66","pxa","LA","2","35","3","LA_R2N35",2017,0,1200
NA,NA,"LA","2","36","1","LA_R2N36",2017,NA,NA
NA,NA,"LA","2","36","2","LA_R2N36",2017,NA,NA
NA,NA,"LA","2","36","3","LA_R2N36",2017,NA,NA
NA,NA,"LA","2","37","1","LA_R2N37",2017,NA,NA
NA,NA,"LA","2","37","2","LA_R2N37",2017,NA,NA
NA,NA,"LA","2","37","3","LA_R2N37",2017,NA,NA
NA,NA,"LA","2","38","1","LA_R2N38",2017,NA,NA
NA,NA,"LA","2","38","2","LA_R2N38",2017,NA,NA
NA,NA,"LA","2","38","3","LA_R2N38",2017,NA,NA
NA,NA,"LA","2","39","1","LA_R2N39",2017,NA,NA
NA,NA,"LA","2","39","2","LA_R2N39",2017,NA,NA
NA,NA,"LA","2","39","3","LA_R2N39",2017,NA,NA
NA,NA,"LA","2","4","1","LA_R2N4",2017,NA,NA
NA,NA,"LA","2","4","2","LA_R2N4",2017,NA,NA
NA,NA,"LA","2","4","3","LA_R2N4",2017,NA,NA
NA,NA,"LA","2","40","1","LA_R2N40",2017,NA,NA
NA,NA,"LA","2","40","2","LA_R2N40",2017,NA,NA
NA,NA,"LA","2","40","3","LA_R2N40",2017,NA,NA
NA,NA,"LA","2","41","1","LA_R2N41",2017,NA,NA
NA,NA,"LA","2","41","2","LA_R2N41",2017,NA,NA
NA,NA,"LA","2","41","3","LA_R2N41",2017,NA,NA
NA,NA,"LA","2","42","1","LA_R2N42",2017,NA,NA
NA,NA,"LA","2","42","2","LA_R2N42",2017,NA,NA
NA,NA,"LA","2","42","3","LA_R2N42",2017,NA,NA
"LAR6N74","pxa","LA","2","43","1","LA_R2N43",2017,0,1525
"LAR6N74","pxa","LA","2","43","2","LA_R2N43",2017,0,1460
"LAR6N74","pxa","LA","2","43","3","LA_R2N43",2017,0,1415
"LAR6N75","pxa","LA","2","44","1","LA_R2N44",2017,0,1245
"LAR6N75","pxa","LA","2","44","2","LA_R2N44",2017,0,1475
"LAR6N75","pxa","LA","2","44","3","LA_R2N44",2017,0,1380
NA,NA,"LA","2","45","1","LA_R2N45",2017,NA,NA
NA,NA,"LA","2","45","2","LA_R2N45",2017,NA,NA
NA,NA,"LA","2","45","3","LA_R2N45",2017,NA,NA
NA,NA,"LA","2","46","1","LA_R2N46",2017,NA,NA
NA,NA,"LA","2","46","2","LA_R2N46",2017,NA,NA
NA,NA,"LA","2","46","3","LA_R2N46",2017,NA,NA
NA,NA,"LA","2","47","1","LA_R2N47",2017,NA,NA
NA,NA,"LA","2","47","2","LA_R2N47",2017,NA,NA
NA,NA,"LA","2","47","3","LA_R2N47",2017,NA,NA
NA,NA,"LA","2","48","1","LA_R2N48",2017,NA,NA
NA,NA,"LA","2","48","2","LA_R2N48",2017,NA,NA
NA,NA,"LA","2","48","3","LA_R2N48",2017,NA,NA
NA,NA,"LA","2","49","1","LA_R2N49",2017,NA,NA
NA,NA,"LA","2","49","2","LA_R2N49",2017,NA,NA
NA,NA,"LA","2","49","3","LA_R2N49",2017,NA,NA
NA,NA,"LA","2","5","1","LA_R2N5",2017,NA,NA
NA,NA,"LA","2","5","2","LA_R2N5",2017,NA,NA
NA,NA,"LA","2","5","3","LA_R2N5",2017,NA,NA
NA,NA,"LA","2","50","1","LA_R2N50",2017,NA,NA
NA,NA,"LA","2","50","2","LA_R2N50",2017,NA,NA
NA,NA,"LA","2","50","3","LA_R2N50",2017,NA,NA
NA,NA,"LA","2","51","1","LA_R2N51",2017,NA,NA
NA,NA,"LA","2","51","2","LA_R2N51",2017,NA,NA
NA,NA,"LA","2","51","3","LA_R2N51",2017,NA,NA
NA,NA,"LA","2","52","1","LA_R2N52",2017,NA,NA
NA,NA,"LA","2","52","2","LA_R2N52",2017,NA,NA
NA,NA,"LA","2","52","3","LA_R2N52",2017,NA,NA
NA,NA,"LA","2","53","1","LA_R2N53",2017,NA,NA
NA,NA,"LA","2","53","2","LA_R2N53",2017,NA,NA
NA,NA,"LA","2","53","3","LA_R2N53",2017,NA,NA
NA,NA,"LA","2","54","1","LA_R2N54",2017,NA,NA
NA,NA,"LA","2","54","2","LA_R2N54",2017,NA,NA
NA,NA,"LA","2","54","3","LA_R2N54",2017,NA,NA
NA,NA,"LA","2","55","1","LA_R2N55",2017,NA,NA
NA,NA,"LA","2","55","2","LA_R2N55",2017,NA,NA
NA,NA,"LA","2","55","3","LA_R2N55",2017,NA,NA
NA,NA,"LA","2","56","1","LA_R2N56",2017,NA,NA
NA,NA,"LA","2","56","2","LA_R2N56",2017,NA,NA
NA,NA,"LA","2","56","3","LA_R2N56",2017,NA,NA
NA,NA,"LA","2","57","1","LA_R2N57",2017,NA,NA
NA,NA,"LA","2","57","2","LA_R2N57",2017,NA,NA
NA,NA,"LA","2","57","3","LA_R2N57",2017,NA,NA
NA,NA,"LA","2","58","1","LA_R2N58",2017,NA,NA
NA,NA,"LA","2","58","2","LA_R2N58",2017,NA,NA
NA,NA,"LA","2","58","3","LA_R2N58",2017,NA,NA
NA,NA,"LA","2","59","1","LA_R2N59",2017,NA,NA
NA,NA,"LA","2","59","2","LA_R2N59",2017,NA,NA
NA,NA,"LA","2","59","3","LA_R2N59",2017,NA,NA
NA,NA,"LA","2","6","1","LA_R2N6",2017,NA,NA
NA,NA,"LA","2","6","2","LA_R2N6",2017,NA,NA
NA,NA,"LA","2","6","3","LA_R2N6",2017,NA,NA
NA,NA,"LA","2","60","1","LA_R2N60",2017,NA,NA
NA,NA,"LA","2","60","2","LA_R2N60",2017,NA,NA
NA,NA,"LA","2","60","3","LA_R2N60",2017,NA,NA
NA,NA,"LA","2","61","1","LA_R2N61",2017,NA,NA
NA,NA,"LA","2","61","2","LA_R2N61",2017,NA,NA
NA,NA,"LA","2","61","3","LA_R2N61",2017,NA,NA
NA,NA,"LA","2","62","1","LA_R2N62",2017,NA,NA
NA,NA,"LA","2","62","2","LA_R2N62",2017,NA,NA
NA,NA,"LA","2","62","3","LA_R2N62",2017,NA,NA
NA,NA,"LA","2","63","1","LA_R2N63",2017,NA,NA
NA,NA,"LA","2","63","2","LA_R2N63",2017,NA,NA
NA,NA,"LA","2","63","3","LA_R2N63",2017,NA,NA
NA,NA,"LA","2","64","1","LA_R2N64",2017,NA,NA
NA,NA,"LA","2","64","2","LA_R2N64",2017,NA,NA
NA,NA,"LA","2","64","3","LA_R2N64",2017,NA,NA
NA,NA,"LA","2","65","1","LA_R2N65",2017,NA,NA
NA,NA,"LA","2","65","2","LA_R2N65",2017,NA,NA
NA,NA,"LA","2","65","3","LA_R2N65",2017,NA,NA
NA,NA,"LA","2","66","1","LA_R2N66",2017,NA,NA
NA,NA,"LA","2","66","2","LA_R2N66",2017,NA,NA
NA,NA,"LA","2","66","3","LA_R2N66",2017,NA,NA
NA,NA,"LA","2","67","1","LA_R2N67",2017,NA,NA
NA,NA,"LA","2","67","2","LA_R2N67",2017,NA,NA
NA,NA,"LA","2","67","3","LA_R2N67",2017,NA,NA
NA,NA,"LA","2","68","1","LA_R2N68",2017,NA,NA
NA,NA,"LA","2","68","2","LA_R2N68",2017,NA,NA
NA,NA,"LA","2","68","3","LA_R2N68",2017,NA,NA
NA,NA,"LA","2","69","1","LA_R2N69",2017,NA,NA
NA,NA,"LA","2","69","2","LA_R2N69",2017,NA,NA
NA,NA,"LA","2","69","3","LA_R2N69",2017,NA,NA
"LAR6N38","pxa","LA","2","7","1","LA_R2N7",2017,1,375
"LAR6N38","pxa","LA","2","7","2","LA_R2N7",2017,1,405
"LAR6N38","pxa","LA","2","7","3","LA_R2N7",2017,1,285
NA,NA,"LA","2","70","1","LA_R2N70",2017,NA,NA
NA,NA,"LA","2","70","2","LA_R2N70",2017,NA,NA
NA,NA,"LA","2","70","3","LA_R2N70",2017,NA,NA
NA,NA,"LA","2","71","1","LA_R2N71",2017,NA,NA
NA,NA,"LA","2","71","2","LA_R2N71",2017,NA,NA
NA,NA,"LA","2","71","3","LA_R2N71",2017,NA,NA
NA,NA,"LA","2","72","1","LA_R2N72",2017,NA,NA
NA,NA,"LA","2","72","2","LA_R2N72",2017,NA,NA
NA,NA,"LA","2","72","3","LA_R2N72",2017,NA,NA
NA,NA,"LA","2","73","1","LA_R2N73",2017,NA,NA
NA,NA,"LA","2","73","2","LA_R2N73",2017,NA,NA
NA,NA,"LA","2","73","3","LA_R2N73",2017,NA,NA
NA,NA,"LA","2","74","1","LA_R2N74",2017,NA,NA
NA,NA,"LA","2","74","2","LA_R2N74",2017,NA,NA
NA,NA,"LA","2","74","3","LA_R2N74",2017,NA,NA
NA,NA,"LA","2","75","1","LA_R2N75",2017,NA,NA
NA,NA,"LA","2","75","2","LA_R2N75",2017,NA,NA
NA,NA,"LA","2","75","3","LA_R2N75",2017,NA,NA
NA,NA,"LA","2","76","1","LA_R2N76",2017,NA,NA
NA,NA,"LA","2","76","2","LA_R2N76",2017,NA,NA
NA,NA,"LA","2","76","3","LA_R2N76",2017,NA,NA
NA,NA,"LA","2","77","1","LA_R2N77",2017,NA,NA
NA,NA,"LA","2","77","2","LA_R2N77",2017,NA,NA
NA,NA,"LA","2","77","3","LA_R2N77",2017,NA,NA
NA,NA,"LA","2","78","1","LA_R2N78",2017,NA,NA
NA,NA,"LA","2","78","2","LA_R2N78",2017,NA,NA
NA,NA,"LA","2","78","3","LA_R2N78",2017,NA,NA
NA,NA,"LA","2","79","1","LA_R2N79",2017,NA,NA
NA,NA,"LA","2","79","2","LA_R2N79",2017,NA,NA
NA,NA,"LA","2","79","3","LA_R2N79",2017,NA,NA
"LAR6N39","pxa","LA","2","8","1","LA_R2N8",2017,0,1295
"LAR6N39","pxa","LA","2","8","2","LA_R2N8",2017,0,1140
"LAR6N39","pxa","LA","2","8","3","LA_R2N8",2017,0,1110
NA,NA,"LA","2","80","1","LA_R2N80",2017,NA,NA
NA,NA,"LA","2","80","2","LA_R2N80",2017,NA,NA
NA,NA,"LA","2","80","3","LA_R2N80",2017,NA,NA
NA,NA,"LA","2","81","1","LA_R2N81",2017,NA,NA
NA,NA,"LA","2","81","2","LA_R2N81",2017,NA,NA
NA,NA,"LA","2","81","3","LA_R2N81",2017,NA,NA
NA,NA,"LA","2","82","1","LA_R2N82",2017,NA,NA
NA,NA,"LA","2","82","2","LA_R2N82",2017,NA,NA
NA,NA,"LA","2","82","3","LA_R2N82",2017,NA,NA
NA,NA,"LA","2","83","1","LA_R2N83",2017,NA,NA
NA,NA,"LA","2","83","2","LA_R2N83",2017,NA,NA
NA,NA,"LA","2","83","3","LA_R2N83",2017,NA,NA
NA,NA,"LA","2","84","1","LA_R2N84",2017,NA,NA
NA,NA,"LA","2","84","2","LA_R2N84",2017,NA,NA
NA,NA,"LA","2","84","3","LA_R2N84",2017,NA,NA
NA,NA,"LA","2","85","1","LA_R2N85",2017,NA,NA
NA,NA,"LA","2","85","2","LA_R2N85",2017,NA,NA
NA,NA,"LA","2","85","3","LA_R2N85",2017,NA,NA
NA,NA,"LA","2","86","1","LA_R2N86",2017,NA,NA
NA,NA,"LA","2","86","2","LA_R2N86",2017,NA,NA
NA,NA,"LA","2","86","3","LA_R2N86",2017,NA,NA
"LAR6N40","pxa","LA","2","9","1","LA_R2N9",2017,0,1015
"LAR6N40","pxa","LA","2","9","2","LA_R2N9",2017,0,905
"LAR6N40","pxa","LA","2","9","3","LA_R2N9",2017,0,915
NA,NA,"LA","3","1","1","LA_R3N1",2017,NA,NA
NA,NA,"LA","3","1","2","LA_R3N1",2017,NA,NA
NA,NA,"LA","3","1","3","LA_R3N1",2017,NA,NA
NA,NA,"LA","3","10","1","LA_R3N10",2017,NA,NA
NA,NA,"LA","3","10","2","LA_R3N10",2017,NA,NA
NA,NA,"LA","3","10","3","LA_R3N10",2017,NA,NA
NA,NA,"LA","3","11","1","LA_R3N11",2017,NA,NA
NA,NA,"LA","3","11","2","LA_R3N11",2017,NA,NA
NA,NA,"LA","3","11","3","LA_R3N11",2017,NA,NA
NA,NA,"LA","3","12","1","LA_R3N12",2017,NA,NA
NA,NA,"LA","3","12","2","LA_R3N12",2017,NA,NA
NA,NA,"LA","3","12","3","LA_R3N12",2017,NA,NA
NA,NA,"LA","3","13","1","LA_R3N13",2017,NA,NA
NA,NA,"LA","3","13","2","LA_R3N13",2017,NA,NA
NA,NA,"LA","3","13","3","LA_R3N13",2017,NA,NA
NA,NA,"LA","3","14","1","LA_R3N14",2017,NA,NA
NA,NA,"LA","3","14","2","LA_R3N14",2017,NA,NA
NA,NA,"LA","3","14","3","LA_R3N14",2017,NA,NA
NA,NA,"LA","3","15","1","LA_R3N15",2017,NA,NA
NA,NA,"LA","3","15","2","LA_R3N15",2017,NA,NA
NA,NA,"LA","3","15","3","LA_R3N15",2017,NA,NA
NA,NA,"LA","3","16","1","LA_R3N16",2017,NA,NA
NA,NA,"LA","3","16","2","LA_R3N16",2017,NA,NA
NA,NA,"LA","3","16","3","LA_R3N16",2017,NA,NA
NA,NA,"LA","3","17","1","LA_R3N17",2017,NA,NA
NA,NA,"LA","3","17","2","LA_R3N17",2017,NA,NA
NA,NA,"LA","3","17","3","LA_R3N17",2017,NA,NA
NA,NA,"LA","3","18","1","LA_R3N18",2017,NA,NA
NA,NA,"LA","3","18","2","LA_R3N18",2017,NA,NA
NA,NA,"LA","3","18","3","LA_R3N18",2017,NA,NA
NA,NA,"LA","3","19","1","LA_R3N19",2017,NA,NA
NA,NA,"LA","3","19","2","LA_R3N19",2017,NA,NA
NA,NA,"LA","3","19","3","LA_R3N19",2017,NA,NA
NA,NA,"LA","3","2","1","LA_R3N2",2017,NA,NA
NA,NA,"LA","3","2","2","LA_R3N2",2017,NA,NA
NA,NA,"LA","3","2","3","LA_R3N2",2017,NA,NA
NA,NA,"LA","3","20","1","LA_R3N20",2017,NA,NA
NA,NA,"LA","3","20","2","LA_R3N20",2017,NA,NA
NA,NA,"LA","3","20","3","LA_R3N20",2017,NA,NA
NA,NA,"LA","3","21","1","LA_R3N21",2017,NA,NA
NA,NA,"LA","3","21","2","LA_R3N21",2017,NA,NA
NA,NA,"LA","3","21","3","LA_R3N21",2017,NA,NA
NA,NA,"LA","3","22","1","LA_R3N22",2017,NA,NA
NA,NA,"LA","3","22","2","LA_R3N22",2017,NA,NA
NA,NA,"LA","3","22","3","LA_R3N22",2017,NA,NA
NA,NA,"LA","3","23","1","LA_R3N23",2017,NA,NA
NA,NA,"LA","3","23","2","LA_R3N23",2017,NA,NA
NA,NA,"LA","3","23","3","LA_R3N23",2017,NA,NA
NA,NA,"LA","3","24","1","LA_R3N24",2017,NA,NA
NA,NA,"LA","3","24","2","LA_R3N24",2017,NA,NA
NA,NA,"LA","3","24","3","LA_R3N24",2017,NA,NA
NA,NA,"LA","3","25","1","LA_R3N25",2017,NA,NA
NA,NA,"LA","3","25","2","LA_R3N25",2017,NA,NA
NA,NA,"LA","3","25","3","LA_R3N25",2017,NA,NA
NA,NA,"LA","3","26","1","LA_R3N26",2017,NA,NA
NA,NA,"LA","3","26","2","LA_R3N26",2017,NA,NA
NA,NA,"LA","3","26","3","LA_R3N26",2017,NA,NA
NA,NA,"LA","3","27","1","LA_R3N27",2017,NA,NA
NA,NA,"LA","3","27","2","LA_R3N27",2017,NA,NA
NA,NA,"LA","3","27","3","LA_R3N27",2017,NA,NA
NA,NA,"LA","3","28","1","LA_R3N28",2017,NA,NA
NA,NA,"LA","3","28","2","LA_R3N28",2017,NA,NA
NA,NA,"LA","3","28","3","LA_R3N28",2017,NA,NA
NA,NA,"LA","3","29","1","LA_R3N29",2017,NA,NA
NA,NA,"LA","3","29","2","LA_R3N29",2017,NA,NA
NA,NA,"LA","3","29","3","LA_R3N29",2017,NA,NA
NA,NA,"LA","3","3","1","LA_R3N3",2017,NA,NA
NA,NA,"LA","3","3","2","LA_R3N3",2017,NA,NA
NA,NA,"LA","3","3","3","LA_R3N3",2017,NA,NA
NA,NA,"LA","3","30","1","LA_R3N30",2017,NA,NA
NA,NA,"LA","3","30","2","LA_R3N30",2017,NA,NA
NA,NA,"LA","3","30","3","LA_R3N30",2017,NA,NA
NA,NA,"LA","3","31","1","LA_R3N31",2017,NA,NA
